y, XGB, SVM, RF, NB, LR, AlexNet, GoogLeNet, ShuffleNet, ViT, ResNet34, ResNet50, ResNet101, MobileNetV2, MobileNetV3_l, MobileNetV3_s, MobileViT_s, MobileViT_x_s, MobileViT_xx_s
1.000000000000000000e+00,9.444154500961303711e-01,8.838580030950393684e-01,7.399999999999999911e-01,1.000000000000000000e+00,9.999985247882605677e-01,9.999991655349731445e-01,7.910051941871643066e-01,2.898800969123840332e-01,9.525162577629089355e-01,9.999825954437255859e-01,9.989386200904846191e-01,8.163108825683593750e-01,7.051345705986022949e-01,1.000000000000000000e+00,4.562254250049591064e-01,9.887312054634094238e-01,1.706631481647491455e-01,6.959072351455688477e-01
1.000000000000000000e+00,6.313557922840118408e-02,5.512066376827222391e-02,2.999999999999999889e-01,2.859330012191331034e-11,1.171192853750149994e-08,1.701296539977192879e-03,4.143786728382110596e-01,1.934122410602867603e-04,1.849910318851470947e-01,6.998365861363708973e-04,1.665140315890312195e-02,2.060874179005622864e-02,5.047914237366057932e-05,5.501813939190469682e-05,1.212565787136554718e-02,1.196243450976908207e-03,3.697604238986968994e-01,6.295648813247680664e-01
0.000000000000000000e+00,1.744865812361240387e-02,2.556233150621961200e-02,1.499999999999999944e-01,1.446942391110698169e-18,7.909802951559318827e-10,1.872647999334731139e-06,2.425496786599978805e-04,4.498822818277403712e-06,9.739852696657180786e-02,1.298604765906929970e-03,1.726754941046237946e-03,6.560422945767641068e-03,2.196957939304411411e-04,1.581376709509640932e-04,9.139691479504108429e-03,1.897840294986963272e-03,1.172076240181922913e-01,2.997590308950748295e-05
1.000000000000000000e+00,8.649674057960510254e-01,6.073198877417318453e-01,4.000000000000000222e-01,2.656761637852920657e-07,9.999998523652480209e-01,9.999825954437255859e-01,9.917868971824645996e-01,9.919027686119079590e-01,9.959535598754882812e-01,9.152693152427673340e-01,9.867169857025146484e-01,9.969123601913452148e-01,9.980498552322387695e-01,2.253030091524124146e-01,8.347924351692199707e-01,9.948518872261047363e-01,9.969323873519897461e-01,9.752420783042907715e-01
0.000000000000000000e+00,8.597396314144134521e-02,2.372549320047571131e-01,4.899999999999999911e-01,1.027053693386037763e-09,3.344096683844108298e-01,9.644649028778076172e-01,1.344734523445367813e-02,9.976685643196105957e-01,4.679457843303680420e-02,1.784677500836551189e-03,2.302600257098674774e-02,8.941336274147033691e-01,9.693584442138671875e-01,9.632375836372375488e-01,5.606029629707336426e-01,9.765895083546638489e-04,3.815459203906357288e-04,2.284744259668514132e-04
1.000000000000000000e+00,3.195120394229888916e-02,5.145739319565280079e-01,4.199999999999999845e-01,9.839847941622864055e-14,2.174631171914992098e-02,5.291017889976501465e-01,9.178883433341979980e-01,3.212749361991882324e-01,6.878621578216552734e-01,2.360569080337882042e-03,9.646212458610534668e-01,1.158407628536224365e-01,7.167036533355712891e-01,5.340399220585823059e-04,1.698945909738540649e-01,6.908537354320287704e-03,1.651569008827209473e-01,8.108585476875305176e-01
1.000000000000000000e+00,9.071516394615173340e-01,9.648930496940562040e-01,6.800000000000000488e-01,1.000000000000000000e+00,9.999999797738889917e-01,9.999912977218627930e-01,9.908031225204467773e-01,9.999662637710571289e-01,7.207939028739929199e-01,9.999911785125732422e-01,2.342518717050552368e-01,5.812926962971687317e-02,9.821541309356689453e-01,9.999998807907104492e-01,9.999824762344360352e-01,9.993333220481872559e-01,9.944872260093688965e-01,9.823222756385803223e-01
0.000000000000000000e+00,1.897100545465946198e-02,3.730300247417742826e-02,1.300000000000000044e-01,7.065384364863871882e-10,8.495108219086539872e-08,6.664454849669709802e-05,1.136122085154056549e-02,1.609082147479057312e-02,7.974804192781448364e-02,2.026792243123054504e-02,2.377080917358398438e-01,2.886823937296867371e-02,3.391531407833099365e-01,3.486266126856207848e-03,5.417418852448463440e-02,3.343006223440170288e-02,2.608577907085418701e-02,9.608499407768249512e-01
0.000000000000000000e+00,4.657248407602310181e-02,1.208325455825526168e-01,2.200000000000000011e-01,6.535512366500901329e-11,1.397031242042817830e-03,4.122610448575869668e-07,5.926759243011474609e-01,5.768717528553679585e-05,6.606115698814392090e-01,2.284907847642898560e-01,4.084267839789390564e-02,1.772690331563353539e-03,4.311808152124285698e-04,6.508807092905044556e-02,9.524619579315185547e-02,5.294842412695288658e-04,4.122954560443758965e-04,1.192376021208474413e-05
0.000000000000000000e+00,9.617554545402526855e-01,7.305242429501204171e-01,6.500000000000000222e-01,3.787613751055833849e-03,9.382233059497713246e-01,7.106841076165437698e-03,5.892996191978454590e-01,2.810846082866191864e-02,8.686658740043640137e-01,1.410365756601095200e-02,1.052693724632263184e-01,1.803521513938903809e-01,9.696692824363708496e-01,1.755272736772894859e-03,2.168726921081542969e-01,9.165543913841247559e-01,9.848308563232421875e-01,7.014820575714111328e-01
0.000000000000000000e+00,3.944624960422515869e-02,1.838349917407960249e-02,1.300000000000000044e-01,1.371450769614795133e-12,5.504525371973742289e-12,1.471019058953970671e-04,4.058586061000823975e-01,7.991216182708740234e-01,8.728770017623901367e-01,3.652736311778426170e-03,6.964525580406188965e-02,1.036709323525428772e-01,7.096514455042779446e-04,9.829948656260967255e-03,4.574717208743095398e-02,1.163500249385833740e-01,4.034476578235626221e-01,8.625212907791137695e-01
0.000000000000000000e+00,5.590928345918655396e-02,3.397037624511866499e-02,2.899999999999999800e-01,9.481945143264357556e-01,5.794337613368465853e-11,8.948012441396713257e-02,9.686651639640331268e-03,4.373256489634513855e-02,1.561372131109237671e-01,2.239124104380607605e-02,3.923647850751876831e-02,4.568784534931182861e-01,1.016728207468986511e-02,4.122944921255111694e-02,2.492641657590866089e-02,3.831073176115751266e-03,4.601097665727138519e-03,8.564527630805969238e-01
1.000000000000000000e+00,7.123319506645202637e-01,9.629004675849239803e-01,6.999999999999999556e-01,1.000000000000000000e+00,9.999998908176425116e-01,9.997014403343200684e-01,9.945983886718750000e-01,9.999989271163940430e-01,9.834383130073547363e-01,9.999992847442626953e-01,9.999997615814208984e-01,9.999998807907104492e-01,9.999841451644897461e-01,1.000000000000000000e+00,9.999997615814208984e-01,9.999951124191284180e-01,9.907763600349426270e-01,9.269691109657287598e-01
0.000000000000000000e+00,4.382736682891845703e-01,4.024399362361431032e-01,5.500000000000000444e-01,1.069725353566220249e-11,1.374734548883712342e-06,9.844582080841064453e-01,5.235368385910987854e-02,2.562597952783107758e-02,9.673871994018554688e-01,1.015291213989257812e-01,9.560139849781990051e-03,1.705775707960128784e-01,9.322189092636108398e-01,9.997492432594299316e-01,4.587506055831909180e-01,5.782162547111511230e-01,1.955977641046047211e-02,2.308264970779418945e-01
1.000000000000000000e+00,4.152871966361999512e-01,6.771927225772845782e-01,5.400000000000000355e-01,1.000000000000000000e+00,2.105779667386643880e-05,9.598924964666366577e-02,9.312061667442321777e-01,9.964731335639953613e-01,9.245841503143310547e-01,6.608637571334838867e-01,9.499449133872985840e-01,9.999843835830688477e-01,9.800824522972106934e-01,8.905968070030212402e-01,9.506755471229553223e-01,7.218627333641052246e-01,8.271689414978027344e-01,1.312823295593261719e-01
0.000000000000000000e+00,7.700323462486267090e-01,1.012993040673390160e-01,4.299999999999999933e-01,6.708899557239263178e-02,5.681377394920310575e-01,3.872523666359484196e-05,2.797048985958099365e-01,1.881806565506849438e-05,7.005982995033264160e-01,1.491814153268933296e-03,5.800447426736354828e-03,3.166684837196953595e-05,1.300547271966934204e-02,9.276717319153249264e-04,1.758618280291557312e-02,6.484689656645059586e-03,3.540990948677062988e-01,5.681439070031046867e-04
1.000000000000000000e+00,8.142768144607543945e-01,8.646125402279630778e-01,7.399999999999999911e-01,1.000000000000000000e+00,9.985540739932167176e-01,9.935886859893798828e-01,9.952859282493591309e-01,9.999964237213134766e-01,9.559714198112487793e-01,1.000000000000000000e+00,9.999992847442626953e-01,9.999959468841552734e-01,9.994743466377258301e-01,9.990457892417907715e-01,9.999889135360717773e-01,9.983592629432678223e-01,9.997711777687072754e-01,9.956511855125427246e-01
1.000000000000000000e+00,9.020881354808807373e-02,5.430621495454054370e-01,3.900000000000000133e-01,1.311975015692565146e-12,9.864933096176480287e-01,1.279899151995778084e-03,2.612406313419342041e-01,9.844279885292053223e-01,8.886794447898864746e-01,4.099103622138500214e-03,1.358227878808975220e-01,9.013215899467468262e-01,9.881163835525512695e-01,1.153698467533104122e-04,2.994256913661956787e-01,9.502798914909362793e-01,8.383285403251647949e-01,9.614304900169372559e-01
0.000000000000000000e+00,8.677294254302978516e-01,4.461194541904542898e-01,5.100000000000000089e-01,9.999999756405489881e-01,2.558287125487231084e-02,7.410748004913330078e-01,4.077438265085220337e-02,2.152897883206605911e-03,8.924824595451354980e-01,7.704755989834666252e-04,6.550941616296768188e-02,4.446029663085937500e-03,2.828766359016299248e-03,1.193032413721084595e-02,4.326351359486579895e-02,6.028756499290466309e-01,9.882308244705200195e-01,4.503222182393074036e-02
1.000000000000000000e+00,3.780227601528167725e-01,8.210341567736193502e-01,5.799999999999999600e-01,6.886217389596776747e-07,3.388761305138941471e-01,9.535560607910156250e-01,1.461327672004699707e-01,9.983006119728088379e-01,2.623440921306610107e-01,9.998363256454467773e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.917273521423339844e-01,9.998093247413635254e-01,9.984304308891296387e-01,2.003732025623321533e-01,2.581658661365509033e-01,7.621673941612243652e-01
1.000000000000000000e+00,9.760390520095825195e-01,9.779284195619196707e-01,8.599999999999999867e-01,1.000000000000000000e+00,9.999999762443533280e-01,5.230380967259407043e-02,9.999271631240844727e-01,9.999988079071044922e-01,9.381314516067504883e-01,9.999997615814208984e-01,9.999579191207885742e-01,9.865902662277221680e-01,9.999712705612182617e-01,1.000000000000000000e+00,9.998781681060791016e-01,9.948272109031677246e-01,8.882742524147033691e-01,9.929145574569702148e-01
1.000000000000000000e+00,7.808161973953247070e-01,6.828152019984325971e-01,7.399999999999999911e-01,1.000000000000000000e+00,9.982442778820980189e-01,9.769261479377746582e-01,9.880515336990356445e-01,9.568949341773986816e-01,9.250259399414062500e-01,9.678911566734313965e-01,4.330049455165863037e-01,4.789101891219615936e-03,9.876975417137145996e-01,1.000000000000000000e+00,4.534754455089569092e-01,9.184868931770324707e-01,6.307325363159179688e-01,9.876926541328430176e-01
0.000000000000000000e+00,1.102083921432495117e-01,5.701636494986373621e-02,4.000000000000000222e-01,9.212425916784821569e-09,8.175612668091792028e-06,6.859377026557922363e-02,1.919483579695224762e-02,1.649830141104757786e-03,7.046523094177246094e-01,1.061424729414284229e-03,8.438185788691043854e-03,1.030157203786075115e-03,4.248310998082160950e-02,1.215982483699917793e-03,4.214620888233184814e-01,7.189117372035980225e-03,5.794590339064598083e-03,1.797708682715892792e-04
1.000000000000000000e+00,9.452811479568481445e-01,8.766358553314256286e-01,7.099999999999999645e-01,9.997637560207974783e-01,9.999914660533957278e-01,4.701488465070724487e-02,9.985835552215576172e-01,9.999994039535522461e-01,7.377104163169860840e-01,9.990054965019226074e-01,9.767479300498962402e-01,9.999998807907104492e-01,8.243810534477233887e-01,9.983435869216918945e-01,9.994493126869201660e-01,9.984550476074218750e-01,9.767377972602844238e-01,9.067258834838867188e-01
0.000000000000000000e+00,1.829791218042373657e-01,8.794042730845021139e-02,2.500000000000000000e-01,9.029071149971574435e-09,6.702445659624828110e-08,5.907405284233391285e-04,6.158674880862236023e-02,5.353303160518407822e-03,7.284578084945678711e-01,3.457280099391937256e-01,5.801303684711456299e-02,4.511852562427520752e-02,4.435014724731445312e-02,2.373239403823390603e-04,2.625427767634391785e-02,9.932583570480346680e-01,9.838045239448547363e-01,9.755359292030334473e-01
0.000000000000000000e+00,8.451429605484008789e-01,5.942062603210052085e-01,5.200000000000000178e-01,2.741092148654212903e-16,9.999980807715156406e-01,6.586450338363647461e-01,4.685803949832916260e-01,4.338270227890461683e-04,2.883964478969573975e-01,2.146133966743946075e-02,4.940129350870847702e-03,2.823121612891554832e-03,3.594163060188293457e-02,3.852106034755706787e-01,8.969582915306091309e-01,1.324655895587056875e-04,5.622841417789459229e-02,2.266326732933521271e-02
